customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1973-MRWNA,Male,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.82,1300.36,No
1974-GHRIA,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,87.88,4758.25,No
1975-VQSFC,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),114.23,1771.31,No
1976-XEBTY,Male,0,Yes,No,31,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.83,1550.28,No
1977-DJJXU,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.08,1107.2,Yes
1978-KPZQP,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),46.16,1625.92,No
1979-GPCZP,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.5,1546.0,Yes
1980-HLCQU,Male,1,Yes,No,64,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.97,3555.22,Yes
1981-RKDPQ,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,98.93,1573.33,Yes
1982-IFXTY,Female,1,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,98.85,3980.65,Yes
1983-BIUFC,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.69,5767.33,No
1984-TFGAW,Male,1,No,No,25,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.91,1129.87,No
1985-AEFMB,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.93,1991.66,No
1986-OOMZY,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.6,106.09,Yes
1987-NZVGN,Female,1,No,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,70.31,140.51,No
1988-ZXJQN,Male,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.98,309.78,No
1989-HDZPX,Male,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,479.18,No
1990-MVYTR,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,90.3,830.66,Yes
1991-NREZI,Male,0,Yes,No,51,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.55,3875.31,No
1992-CHTVJ,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,117.03,2545.47,No
1993-VSUCK,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.47,484.23,Yes
1994-KQPGD,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.2,239.65,No
1995-WSLOK,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.26,241.52,No
1996-EEORK,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,97.39,5227.37,No
1997-ZLBTO,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.44,980.58,Yes
1998-TDVRF,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),108.33,3119.56,No
1999-WZSKX,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.82,3522.31,No
2000-BHKER,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.28,4274.98,No
2001-WRNVJ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,77.41,75.94,No
2002-CICKL,Female,0,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.02,2258.16,No
2003-LCUGN,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,53.51,458.67,No
2004-XKGYU,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),84.31,4776.69,Yes
2005-JKOSP,Female,1,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.28,1347.61,No
2006-VUTLR,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.85,213.99,No
2007-WMEDN,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,81.97,234.92,No
2008-HIYSC,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,95.36,567.95,No
2009-EUZRA,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.71,1807.3,No
2010-HSQQK,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,84.14,4610.56,No
2011-BFVNC,Female,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,69.06,827.87,No
2012-LDLMB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.87,28.49,No
2013-BOWQG,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,91.6,4376.58,No
2014-NLQNF,Female,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,916.55,No
2015-SXFRX,Male,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.67,3278.21,No
2016-EXXFB,Female,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.56,1268.04,No
2017-HOOKV,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.32, ,Yes
2018-VXARL,Male,1,No,No,5,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.38,289.96,No
2019-LYKHG,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.79,3317.07,No
2020-WUBKV,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.96,3108.97,No
2021-JCTJR,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),65.04,2086.85,No
2022-NRXHJ,Male,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),91.34,3658.96,No
2023-VMUHD,Female,0,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.99,1794.17,No
2024-DEAQB,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,553.88,Yes
2025-HGOZY,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),95.62,1199.36,No
2026-EBGHG,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,102.18, ,Yes
2027-GNURF,Female,1,Yes,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,57.58,1153.57,No
2028-DJRLP,Female,1,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,70.13,2508.25,No
2029-YGFEC,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,84.35,1070.33,No
2030-LOJZT,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.87,1656.02,No
2031-SPKHC,Male,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.32,54.56,No
2032-WGWGN,Male,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.79, ,No
2033-BJSZI,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.38,429.54,No
2034-PSRIP,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.51,827.62,Yes
2035-MJYTN,Male,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.36,2348.75,Yes
2036-LYSGW,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),66.3,3996.05,No
2037-OPHJD,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,75.12,461.57,Yes
2038-SSUON,Male,0,Yes,No,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,63.17,3300.29,No
2039-APJSV,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.13,467.72,No
2040-CEIRK,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.01,1579.16,No
2041-PBLVF,Female,0,No,No,48,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),47.94,2274.16,No
2042-KHLBI,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.8,1080.31,No
2043-OBAJB,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.03,4624.99,No
2044-LWHEV,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.89,60.07,No
2045-AOFLH,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.21,334.47,No
2046-MSAKT,Male,1,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.11,244.97,Yes
2047-AHEQH,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,86.65,1759.43,No
2048-YJBIX,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.97,343.78,Yes
2049-WCRGO,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,61.72,1299.32,No
2050-UVTRY,Female,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.3,2452.22,No
2051-CWNXB,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,78.55,613.71,No
2052-NVKPH,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.98,2131.48,Yes
2053-GKCQN,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),80.75,158.8,Yes
2054-FHVEH,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,80.55,157.16,Yes
2055-BOLQA,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.74,2877.84,Yes
2056-ONTVP,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.26,870.49,No
2057-IAQMU,Male,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.98,1845.08,No
2058-ZUEJF,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,83.79,3710.08,No
2059-XSYMA,Female,1,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.38,5560.97,No
2060-TYONH,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.77,3651.15,Yes
2061-JIQIC,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.04,5005.99,Yes
2062-KLJYQ,Male,1,Yes,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,65.18,334.57,No
2063-QYKVD,Male,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,62.55,800.66,No
2064-GUZNG,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.23, ,Yes
2065-XHAXV,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,78.53,2403.31,Yes
2066-DLXCM,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.99,161.67,No
2067-TFKWD,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.52,605.73,No
2068-TPGVK,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.11, ,Yes
2069-XAZGL,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,57.0,687.42,Yes
2070-GWGJP,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),62.16,2227.24,No
2071-ZHIIB,Male,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.05,2795.01,Yes
2072-MMWWD,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.18,3432.13,No
2073-YXLQB,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.91,69.35,No
2074-MROHO,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.06,1257.62,No
2075-ATJLE,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.62,2127.0,Yes
2076-IWHPN,Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,100.0,6638.09,No
2077-YMWUM,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.24, ,No
2078-EPZKV,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.68,134.09,No
2079-EMKYS,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.54,4270.46,No
2080-COGGF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.64,4082.16,No
2081-CMGEW,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,106.75,5818.64,No
2082-RVHQT,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.0,1519.54,No
2083-ANQJL,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),62.59,3744.85,No
2084-PNPHW,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),103.87,5100.54,No
2085-JQRTP,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.95,1603.54,Yes
2086-QPSXX,Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.72,4520.69,No
2087-HFFUI,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.91,292.85,No
2088-DZLLW,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.7,3745.1,No
2089-QOIGJ,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.31,1370.97,No
2090-PLYGR,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.28,3984.97,Yes
2091-OFZLK,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.88,2393.85,No
2092-TCBFX,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.3,1327.65,No
2093-VYERP,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.45,1187.08,No
2094-HYZTV,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,57.49,494.15,No
2095-KJXYL,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.33,64.43,No
2096-UFTEW,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.2,3384.23,Yes
2097-IZPVN,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.62, ,Yes
2098-VHTSN,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.11,519.99,No
2099-GERBK,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.15,89.77,Yes
2100-VHAVL,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.33,3418.07,No
2101-BRGZQ,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.83,2535.04,No
2102-VWNXG,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.06,2337.63,No
2103-VYCFT,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,93.35,1982.22,No
2104-BQLLQ,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,54.85,2090.83,Yes
2105-JCTRM,Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.91,2214.13,No
2106-LQDWJ,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,64.48,1787.16,No
2107-KFFIO,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.77,470.43,No
2108-BDEQH,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.66,262.63,No
2109-HVLUH,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.43,998.89,Yes
2110-SCRUS,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.1,5188.35,Yes
2111-SOFPH,Female,1,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,102.81,4756.18,No
2112-PRTPK,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),66.57,2928.43,No
2113-GQQLM,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.66,66.22,No
2114-JGNWA,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.54,64.54,Yes
2115-QDUET,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,78.16,831.5,No
2116-XWYGJ,Female,1,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,43.91,43.28,No
2117-QGAGZ,Female,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.46,2974.02,No
2118-XKILC,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,63.99,64.28,No
2119-DDYMW,Male,0,No,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.95,3479.98,No
2120-SJEGX,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,70.54,2134.46,No
2121-PALBG,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.98,2659.1,No
2122-KMBGO,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.3,1188.67,No
2123-YKBGD,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,71.32,148.01,No
2124-KBPGM,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,94.79,473.78,Yes
